OK,21,x-fmt/367,"Truevision TGA Bitmap","Truevision TGA Bitmap 1 (BOF 2)",657393,"systems-showcase-files/PILLAR2.TGA","None","signature"
OK,12,fmt/166,"Microsoft Works Spreadsheet","Microsoft Works Spreadsheet 1-5",6365,"systems-showcase-files/CHARS.WKS","None","signature"
OK,11,fmt/56,"Microsoft Excel 3.0 Worksheet (xls)","BIFF 3 Worksheet",2666,"systems-showcase-files/APERTURE.XLS","None","signature"
OK,15,fmt/76,"Drawing Interchange File Format (ASCII)","Drawing Interchange File Format R13",22759,"systems-showcase-files/AutoCAD IntF R13 PNG - ILLCS4.dxf","None","signature"
OK,10,x-fmt/208,"X-Windows Pixmap Image","X-Windows Pixmap Image X10",1493,"systems-showcase-files/35FLOPPY.XPM","None","signature"
KO,12,,,,15233,"systems-showcase-files/SAMPLE.CMU",,"fail"
OK,16,x-fmt/92,"Adobe Photoshop","External",193752,"systems-showcase-files/PS2-a.PSD","None","extension"
OK,8,fmt/556,"Microsoft Excel Macro","BIFF 3 Macro",4065,"systems-showcase-files/RANDOM.XLM","None","signature"
OK,9,x-fmt/204,"Microsoft Word for Windows Macro","External",687,"systems-showcase-files/W1_WP41_2.wpm","None","extension"
OK,9,fmt/353,"Tagged Image File Format","TIFF generic (little-endian)",11082,"systems-showcase-files/CCITT_2.TIF","None","signature"
OK,20,fmt/111,"OLE2 Compound Document Format","OLE2 Compound Document Format",16896,"systems-showcase-files/TextBoxes1.hwp","None","signature"
OK,7,fmt/11,"Portable Network Graphics","PNG 1.0",311,"systems-showcase-files/CM7N0G04.PNG","None","signature"
OK,9,fmt/353,"Tagged Image File Format","TIFF generic (little-endian)",16930,"systems-showcase-files/CCITT_6.TIF","None","signature"
OK,13,fmt/15,"Acrobat PDF 1.1 - Portable Document Format","PDF 1.1",73685,"systems-showcase-files/ps4PDF.PDF","None","signature"
OK,16,fmt/124,"Encapsulated PostScript File Format","EPS 3.0 Preview",64109638,"systems-showcase-files/Illustrator EPS - ILLCS6.eps","None","signature"
OK,11,fmt/303,"Computer Graphics Metafile (Binary)","Computer Graphics Metafile (Binary) Version 1",48706,"systems-showcase-files/TECHDRAW.CGM","None","signature"
OK,7,fmt/320,"ESRI Shapefile Projection (Well-Known Text) Format","ESRI Shapefile Projection (Well-Known Text) Format",147,"systems-showcase-files/ne_110m_admin_0_boundary_lines_land.prj","None","signature"
OK,17,fmt/211,"Kodak Photo CD Image","Kodak Photo CD",786432,"systems-showcase-files/REFIMAGE.PCD","None","signature"
OK,13,fmt/43,"JPEG File Interchange Format","JFIF 1.01",45778,"systems-showcase-files/XING.JPG","None","signature"
OK,25,x-fmt/367,"Truevision TGA Bitmap","Truevision TGA Bitmap 1 (BOF 2)",806300,"systems-showcase-files/SPIKES.TGA","None","signature"
OK,15,fmt/12,"Portable Network Graphics","PNG 1.1sRGB",1177,"systems-showcase-files/rgb16.png","None","signature"
OK,13,fmt/41,"Raw JPEG Stream","Raw JPEG",5849,"systems-showcase-files/1-0-0.jpg","None","signature"
OK,21,fmt/109,"Macromedia Flash","SWF 6",1217384,"systems-showcase-files/Flash6 - ILLCS4.swf","None","signature"
OK,10,fmt/300,"ChiWriter Document","Chiwriter Document V4",3772,"systems-showcase-files/T04EQN.CHI","None","signature"
OK,22,fmt/5,"Audio/Video Interleaved Format","AVI",45340114,"systems-showcase-files/28510-0002.avi","None","signature"
OK,11,fmt/11,"Portable Network Graphics","PNG 1.0",149,"systems-showcase-files/S08I3P02.PNG","None","signature"
OK,10,fmt/11,"Portable Network Graphics","PNG 1.0",312,"systems-showcase-files/F00N0G08.PNG","None","signature"
OK,11,x-fmt/114,"Lotus 1-2-3 Worksheet","Lotus 123 Worksheet 2.0",3235,"systems-showcase-files/EXOTIC.WK1","None","signature"
OK,11,fmt/12,"Portable Network Graphics","PNG 1.1sRGB",961,"systems-showcase-files/pal2.png","None","signature"
OK,10,fmt/12,"Portable Network Graphics","PNG 1.1sRGB",2513,"systems-showcase-files/pal8nonsquare-e.png","None","signature"
OK,19,fmt/76,"Drawing Interchange File Format (ASCII)","Drawing Interchange File Format R13",59419,"systems-showcase-files/DOME1.DXF","None","signature"
OK,46,fmt/12,"Portable Network Graphics","PNG 1.1iCCP",1958851,"systems-showcase-files/40.png","None","signature"
OK,23,fmt/402,"Truevision TGA Bitmap","Truevision TGA Bitmap 2",14903,"systems-showcase-files/CTC16.TGA","None","signature"
OK,32,fmt/11,"Portable Network Graphics","PNG 1.0",665018,"systems-showcase-files/AutoCAD draw 2000 PNG - ILLCS4_1.png","None","signature"
OK,26,fmt/124,"Encapsulated PostScript File Format","EPS 3.0",320526,"systems-showcase-files/PSCS6DCS2ASCIIpreview.C","None","signature"
OK,14,fmt/466,"CorelDraw Drawing","CorelDraw Drawing Version 2",22309,"systems-showcase-files/EYE.CDR","None","signature"
OK,12,fmt/11,"Portable Network Graphics","PNG 1.0",149,"systems-showcase-files/S07I3P02.PNG","None","signature"
OK,12,x-fmt/161,"MacPaint Image","External",2074,"systems-showcase-files/YEL.MAC","None","extension"
OK,20,fmt/43,"JPEG File Interchange Format","JFIF 1.01",273060,"systems-showcase-files/26.jpg","None","signature"
OK,11,x-fmt/42,"Wordperfect Secondary File","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/43,"Wordperfect Secondary File","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/44,"WordPerfect for MS-DOS/Windows Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/131,"Stationery for Mac OS X","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/273,"Microsoft Word for MS-DOS Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/274,"Microsoft Word for MS-DOS Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/275,"Microsoft Word for MS-DOS Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/276,"Microsoft Word for MS-DOS Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,x-fmt/329,"Interleaf Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,fmt/39,"Microsoft Word Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,fmt/37,"Microsoft Word for Windows Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,fmt/38,"Microsoft Word for Windows Document","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,11,fmt/473,"Microsoft Office Owner File","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
