"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"539","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Fishbone%20Diagram.VSD","/home/richard/local/bench/ipres/systems-showcase-files/Fishbone Diagram.VSD","Fishbone Diagram.VSD","Container","Done","50176","File","vsd","2015-01-21T00:57:34","false",,"1","fmt/442","application/vnd.visio","Microsoft Visio (generic)",""
"540","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS3%20Bitmap%20mode%20%20eps.eps","/home/richard/local/bench/ipres/systems-showcase-files/PS3 Bitmap mode  eps.eps","PS3 Bitmap mode  eps.eps","Signature","Done","24625","File","eps","2015-01-21T02:55:06","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"541","2","file:/home/richard/local/bench/ipres/systems-showcase-files/HEAD.XV","/home/richard/local/bench/ipres/systems-showcase-files/HEAD.XV","HEAD.XV",,"Done","234496","File","xv","2015-01-21T00:51:22","false",,"0",,"","",""
"542","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS2DCS1ASCII85preview.M","/home/richard/local/bench/ipres/systems-showcase-files/PSCS2DCS1ASCII85preview.M","PSCS2DCS1ASCII85preview.M","Signature","Done","475607","File","m","2015-01-21T02:51:44","true",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"543","2","file:/home/richard/local/bench/ipres/systems-showcase-files/rgb32-111110.bmp","/home/richard/local/bench/ipres/systems-showcase-files/rgb32-111110.bmp","rgb32-111110.bmp","Signature","Done","32578","File","bmp","2015-01-21T02:47:26","false",,"1","fmt/117","image/bmp","Windows Bitmap","3.0 NT"
"544","2","file:/home/richard/local/bench/ipres/systems-showcase-files/01560.VW4","/home/richard/local/bench/ipres/systems-showcase-files/01560.VW4","01560.VW4",,"Done","21504","File","vw4","2015-01-21T02:19:50","false",,"0",,"","",""
"545","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Balance%20Sheet.xlt","/home/richard/local/bench/ipres/systems-showcase-files/Balance Sheet.xlt","Balance Sheet.xlt","Container","Done","22016","File","xlt","2015-01-21T01:20:22","true",,"1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"546","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Computer%20Graphics%20Metafile%20-%20ILLCS4.CGM","/home/richard/local/bench/ipres/systems-showcase-files/Computer Graphics Metafile - ILLCS4.CGM","Computer Graphics Metafile - ILLCS4.CGM","Signature","Done","31788","File","cgm","2015-01-21T01:08:16","false",,"1","fmt/303","image/cgm; version=1","Computer Graphics Metafile (Binary)","1"
"547","2","file:/home/richard/local/bench/ipres/systems-showcase-files/GMARBLES.TIF","/home/richard/local/bench/ipres/systems-showcase-files/GMARBLES.TIF","GMARBLES.TIF","Signature","Done","873016","File","tif","2015-01-21T00:52:44","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"548","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TRU256.WPG","/home/richard/local/bench/ipres/systems-showcase-files/TRU256.WPG","TRU256.WPG","Signature","Done","1192","File","wpg","2015-01-21T02:31:24","false",,"1","x-fmt/395","","WordPerfect Graphics Metafile","1.0"
"549","2","file:/home/richard/local/bench/ipres/systems-showcase-files/sample.pst","/home/richard/local/bench/ipres/systems-showcase-files/sample.pst","sample.pst","Signature","Done","65536","File","pst","2015-01-21T02:43:46","false",,"1","x-fmt/248","","Microsoft Outlook Personal Folders (ANSI)","1997-2002"
"550","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS3%20RGB%20mode%20pixar.pxr","/home/richard/local/bench/ipres/systems-showcase-files/PS3 RGB mode pixar.pxr","PS3 RGB mode pixar.pxr",,"Done","545792","File","pxr","2015-01-21T02:54:46","false",,"0",,"","",""
"551","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ps25e.psd","/home/richard/local/bench/ipres/systems-showcase-files/ps25e.psd","ps25e.psd","Signature","Done","14323","File","psd","2015-01-21T02:55:38","false",,"1","x-fmt/92","image/vnd.adobe.photoshop","Adobe Photoshop",""
"552","2","file:/home/richard/local/bench/ipres/systems-showcase-files/pal8w126.bmp","/home/richard/local/bench/ipres/systems-showcase-files/pal8w126.bmp","pal8w126.bmp","Signature","Done","9126","File","bmp","2015-01-21T03:00:58","false",,"1","fmt/116","image/bmp","Windows Bitmap","3.0"
"553","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MSW_COMP.ZBR","/home/richard/local/bench/ipres/systems-showcase-files/MSW_COMP.ZBR","MSW_COMP.ZBR",,"Done","13937","File","zbr","2015-01-21T03:12:28","false",,"0",,"","",""
"554","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MARBLES.RLA","/home/richard/local/bench/ipres/systems-showcase-files/MARBLES.RLA","MARBLES.RLA","Extension","Done","3756717","File","rla","2015-01-21T03:14:26","false",,"1","x-fmt/188","","SDSC Image Tool Wavefront Raster Image",""
"555","2","file:/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD%20draw%20R14%20PNG%20-%20ILLCS4.dwg","/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD draw R14 PNG - ILLCS4.dwg","AutoCAD draw R14 PNG - ILLCS4.dwg","Signature","Done","11395","File","dwg","2015-01-21T01:22:36","false",,"1","fmt/34","image/vnd.dwg","AutoCAD Drawing","R14"
"556","2","file:/home/richard/local/bench/ipres/systems-showcase-files/F04N2C08.PNG","/home/richard/local/bench/ipres/systems-showcase-files/F04N2C08.PNG","F04N2C08.PNG","Signature","Done","985","File","png","2015-01-21T00:58:08","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"557","2","file:/home/richard/local/bench/ipres/systems-showcase-files/STOCKS.XLS","/home/richard/local/bench/ipres/systems-showcase-files/STOCKS.XLS","STOCKS.XLS","Container","Done","14336","File","xls","2015-01-21T02:37:54","false",,"1","fmt/59","application/vnd.ms-excel","Microsoft Excel 5.0/95 Workbook (xls)","5/95"
"558","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Colors.wpd","/home/richard/local/bench/ipres/systems-showcase-files/Colors.wpd","Colors.wpd","Signature","Done","2090","File","wpd","2015-01-21T01:08:42","false",,"1","x-fmt/44","application/vnd.wordperfect","WordPerfect for MS-DOS/Windows Document","6.0"
"559","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SVG%20Tiny%2012%20-%20ILLCS6.svg","/home/richard/local/bench/ipres/systems-showcase-files/SVG Tiny 12 - ILLCS6.svg","SVG Tiny 12 - ILLCS6.svg","Signature","Done","2520","File","svg","2015-01-21T02:37:06","false",,"1","fmt/413","","Scalable Vector Graphics Tiny","1.2"
"560","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ROURK.XLS","/home/richard/local/bench/ipres/systems-showcase-files/ROURK.XLS","ROURK.XLS","Signature","Done","3277","File","xls","2015-01-21T02:46:58","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"561","2","file:/home/richard/local/bench/ipres/systems-showcase-files/NEC2C1~1.HTM","/home/richard/local/bench/ipres/systems-showcase-files/NEC2C1~1.HTM","NEC2C1~1.HTM","Signature","Done","37367","File","htm","2015-01-21T03:08:44","false",,"1","fmt/102","application/xhtml+xml","Extensible Hypertext Markup Language","1.0"
"562","2","file:/home/richard/local/bench/ipres/systems-showcase-files/CROSSTMP.XLT","/home/richard/local/bench/ipres/systems-showcase-files/CROSSTMP.XLT","CROSSTMP.XLT","Signature","Done","1477","File","xlt","2015-01-21T01:07:40","true",,"1","fmt/57","application/vnd.ms-excel","Microsoft Excel 4.0 Worksheet (xls)","4S"
"563","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PNG%20FOR%20MICROSOFT%20-%20ILLCS6.png","/home/richard/local/bench/ipres/systems-showcase-files/PNG FOR MICROSOFT - ILLCS6.png","PNG FOR MICROSOFT - ILLCS6.png","Signature","Done","8721","File","png","2015-01-21T02:56:56","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"564","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ProfessionalReport.doc","/home/richard/local/bench/ipres/systems-showcase-files/ProfessionalReport.doc","ProfessionalReport.doc","Container","Done","35840","File","doc","2015-01-21T02:56:08","false",,"1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"565","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Newsletters.doc","/home/richard/local/bench/ipres/systems-showcase-files/Newsletters.doc","Newsletters.doc","Container","Done","225792","File","doc","2015-01-21T03:08:22","false",,"1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"566","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_polys.shp","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_polys.shp","ne_10m_geography_regions_polys.shp","Signature","Done","2737628","File","shp","2015-01-21T03:06:14","false",,"1","x-fmt/235","","ESRI Arc/View ShapeFile",""
"567","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Timecard.xlt","/home/richard/local/bench/ipres/systems-showcase-files/Timecard.xlt","Timecard.xlt","Container","Done","24576","File","xlt","2015-01-21T02:32:38","true",,"1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"568","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Natural_Earth_quick_start.zip","/home/richard/local/bench/ipres/systems-showcase-files/Natural_Earth_quick_start.zip","Natural_Earth_quick_start.zip","Signature","Done","164908578","Container","zip","2015-01-21T03:12:18","false",,"1","x-fmt/263","application/zip","ZIP Format",""
"569","2","file:/home/richard/local/bench/ipres/systems-showcase-files/DPXv1smallendian.dpx","/home/richard/local/bench/ipres/systems-showcase-files/DPXv1smallendian.dpx","DPXv1smallendian.dpx","Signature","Done","8296448","File","dpx","2015-01-21T01:03:22","false",,"1","fmt/193","","Digital Moving Picture Exchange Bitmap","1.0"
"570","2","file:/home/richard/local/bench/ipres/systems-showcase-files/library.tga","/home/richard/local/bench/ipres/systems-showcase-files/library.tga","library.tga","Signature","Done","163346","File","tga","2015-01-21T03:16:44","false",,"1","x-fmt/367","","Truevision TGA Bitmap","1.0"
"571","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TIFF%20-%20PS6.tif","/home/richard/local/bench/ipres/systems-showcase-files/TIFF - PS6.tif","TIFF - PS6.tif","Signature","Done","2369788","File","tif","2015-01-21T02:33:16","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"572","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BLU.EPS","/home/richard/local/bench/ipres/systems-showcase-files/BLU.EPS","BLU.EPS","Signature","Done","58342","File","eps","2015-01-21T01:16:26","false",,"1","fmt/122","application/postscript","Encapsulated PostScript File Format","1.2"
"573","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PROTTPLN.XLS","/home/richard/local/bench/ipres/systems-showcase-files/PROTTPLN.XLS","PROTTPLN.XLS","Container","Done","15872","File","xls","2015-01-21T02:56:02","false",,"1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"574","2","file:/home/richard/local/bench/ipres/systems-showcase-files/S03N3P01.PNG","/home/richard/local/bench/ipres/systems-showcase-files/S03N3P01.PNG","S03N3P01.PNG","Signature","Done","120","File","png","2015-01-21T02:46:28","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"575","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TRU256.MAC","/home/richard/local/bench/ipres/systems-showcase-files/TRU256.MAC","TRU256.MAC","Extension","Done","30347","File","mac","2015-01-21T02:31:34","false",,"1","x-fmt/161","","MacPaint Image",""
"576","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_admin_0_disputed_areas.prj","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_admin_0_disputed_areas.prj","ne_10m_admin_0_disputed_areas.prj","Signature","Done","145","File","prj","2015-01-21T03:08:10","false",,"1","fmt/320","","ESRI Shapefile Projection (Well-Known Text) Format",""
"577","2","file:/home/richard/local/bench/ipres/systems-showcase-files/pal8os2v2.bmp","/home/richard/local/bench/ipres/systems-showcase-files/pal8os2v2.bmp","pal8os2v2.bmp","Signature","Done","9278","File","bmp","2015-01-21T03:01:20","false",,"1","x-fmt/270","image/bmp","OS/2 Bitmap","2.0"
"578","2","file:/home/richard/local/bench/ipres/systems-showcase-files/COLLHELP.XLM","/home/richard/local/bench/ipres/systems-showcase-files/COLLHELP.XLM","COLLHELP.XLM","Signature","Done","3286","File","xlm","2015-01-21T01:08:48","false",,"1","fmt/556","application/vnd.ms-excel","Microsoft Excel Macro","3.0"
"579","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BASN2C08.PNG","/home/richard/local/bench/ipres/systems-showcase-files/BASN2C08.PNG","BASN2C08.PNG","Signature","Done","145","File","png","2015-01-21T01:18:58","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"580","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_geography_regions_points.README.html","/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_geography_regions_points.README.html","ne_110m_geography_regions_points.README.html","Signature","Done","31046","File","html","2015-01-21T03:03:32","false",,"1","fmt/102","application/xhtml+xml","Extensible Hypertext Markup Language","1.0"
"581","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Macword5","/home/richard/local/bench/ipres/systems-showcase-files/Macword5","Macword5","Signature","Done","4096","File","","2015-01-21T03:16:08","true",,"1","x-fmt/65","application/msword","Microsoft Word for Macintosh Document","5.0"
"582","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS6.raw","/home/richard/local/bench/ipres/systems-showcase-files/PSCS6.raw","PSCS6.raw","Extension","Done","1920000","File","raw","2015-01-21T02:50:08","false",,"1","x-fmt/185","","Raw Bitmap",""
"583","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS4editable15.pdf","/home/richard/local/bench/ipres/systems-showcase-files/PSCS4editable15.pdf","PSCS4editable15.pdf","Signature","Done","5512414","File","pdf","2015-01-21T02:50:36","false",,"1","fmt/19","application/pdf","Acrobat PDF 1.5 - Portable Document Format","1.5"
"584","2","file:/home/richard/local/bench/ipres/systems-showcase-files/4seafoodc.cdr","/home/richard/local/bench/ipres/systems-showcase-files/4seafoodc.cdr","4seafoodc.cdr","Signature","Done","18216","File","cdr","2015-01-21T01:35:46","false",,"1","fmt/465","","CorelDraw Drawing","4.0"
"585","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TESTUM7.DB3","/home/richard/local/bench/ipres/systems-showcase-files/TESTUM7.DB3","TESTUM7.DB3","Signature","Done","6144","File","db3","2015-01-21T02:34:04","true",,"1","fmt/350","","Paradox Database Table","3.0"
"586","2","file:/home/richard/local/bench/ipres/systems-showcase-files/WHT.WPG","/home/richard/local/bench/ipres/systems-showcase-files/WHT.WPG","WHT.WPG","Signature","Done","836","File","wpg","2015-01-21T02:25:48","false",,"1","x-fmt/395","","WordPerfect Graphics Metafile","1.0"
"587","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ExpenseStatement.xlt","/home/richard/local/bench/ipres/systems-showcase-files/ExpenseStatement.xlt","ExpenseStatement.xlt","Container","Done","28672","File","xlt","2015-01-21T00:58:54","true",,"1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"588","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Cineon16b2.cin","/home/richard/local/bench/ipres/systems-showcase-files/Cineon16b2.cin","Cineon16b2.cin","Extension","Done","3147776","File","cin","2015-01-21T01:09:10","false",,"1","x-fmt/143","","OS/2 Change Control File",""
"589","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BMP%20OS%20-%20ILLCS6.bmp","/home/richard/local/bench/ipres/systems-showcase-files/BMP OS - ILLCS6.bmp","BMP OS - ILLCS6.bmp","Signature","Done","190348","File","bmp","2015-01-21T01:15:40","false",,"1","fmt/115","image/bmp","Windows Bitmap","2.0"
"590","2","file:/home/richard/local/bench/ipres/systems-showcase-files/pal4rletrns.png","/home/richard/local/bench/ipres/systems-showcase-files/pal4rletrns.png","pal4rletrns.png","Signature","Done","1465","File","png","2015-01-21T03:01:38","false",,"1","fmt/12","image/png","Portable Network Graphics","1.1"
"591","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS6DCS2ASCII85preview.K","/home/richard/local/bench/ipres/systems-showcase-files/PSCS6DCS2ASCII85preview.K","PSCS6DCS2ASCII85preview.K","Signature","Done","198666","File","k","2015-01-21T02:49:36","true",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"592","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_elevation_points.shx","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_elevation_points.shx","ne_10m_geography_regions_elevation_points.shx","Signature","Done","5788","File","shx","2015-01-21T03:06:30","false",,"1","fmt/277","","ESRI Arc/View Shapefile Index",""
"593","2","file:/home/richard/local/bench/ipres/systems-showcase-files/fakealpha.png","/home/richard/local/bench/ipres/systems-showcase-files/fakealpha.png","fakealpha.png","Signature","Done","1181","File","png","2015-01-21T00:58:02","false",,"1","fmt/12","image/png","Portable Network Graphics","1.1"
"594","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BLK.BMP","/home/richard/local/bench/ipres/systems-showcase-files/BLK.BMP","BLK.BMP","Signature","Done","86454","File","bmp","2015-01-21T01:18:04","false",,"1","fmt/116","image/bmp","Windows Bitmap","3.0"
"595","2","file:/home/richard/local/bench/ipres/systems-showcase-files/G31D.TIF","/home/richard/local/bench/ipres/systems-showcase-files/G31D.TIF","G31D.TIF","Signature","Done","125824","File","tif","2015-01-21T00:53:42","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"596","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Spider%20Spin.psp","/home/richard/local/bench/ipres/systems-showcase-files/Spider Spin.psp","Spider Spin.psp","Signature","Done","1372952","File","psp","2015-01-21T02:38:22","false",,"1","x-fmt/233","","Paint Shop Pro Image","3.0"
"597","2","file:/home/richard/local/bench/ipres/systems-showcase-files/NEF39C~1.TXT","/home/richard/local/bench/ipres/systems-showcase-files/NEF39C~1.TXT","NEF39C~1.TXT","Extension","Done","5","File","txt","2015-01-21T03:08:36","false",,"1","x-fmt/111","text/plain","Plain Text File",""
"598","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SALEANAL.XLS","/home/richard/local/bench/ipres/systems-showcase-files/SALEANAL.XLS","SALEANAL.XLS","Signature","Done","22367","File","xls","2015-01-21T02:44:18","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"599","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SYMBOLE.FON","/home/richard/local/bench/ipres/systems-showcase-files/SYMBOLE.FON","SYMBOLE.FON","Signature","Done","56336","File","fon","2015-01-21T02:36:36","true",,"1","x-fmt/410","","Windows New Executable",""
"600","2","file:/home/richard/local/bench/ipres/systems-showcase-files/T08HYPH.CHI","/home/richard/local/bench/ipres/systems-showcase-files/T08HYPH.CHI","T08HYPH.CHI","Signature","Done","2558","File","chi","2015-01-21T02:36:16","false",,"1","fmt/300","","ChiWriter Document","4"
"601","2","file:/home/richard/local/bench/ipres/systems-showcase-files/20130316_164846.jpg","/home/richard/local/bench/ipres/systems-showcase-files/20130316_164846.jpg","20130316_164846.jpg","Signature","Done","3511417","File","jpg","2015-01-21T02:16:46","false",,"1","x-fmt/391","image/jpeg","Exchangeable Image File Format (Compressed)","2.2"
"602","2","file:/home/richard/local/bench/ipres/systems-showcase-files/CARNATIO.XLS","/home/richard/local/bench/ipres/systems-showcase-files/CARNATIO.XLS","CARNATIO.XLS","Signature","Done","3434","File","xls","2015-01-21T01:10:46","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"603","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MARBASC.EPS","/home/richard/local/bench/ipres/systems-showcase-files/MARBASC.EPS","MARBASC.EPS","Signature","Done","11545134","File","eps","2015-01-21T03:15:44","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"604","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_ocean.shp","/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_ocean.shp","ne_110m_ocean.shp","Signature","Done","84804","File","shp","2015-01-21T03:03:00","false",,"1","x-fmt/235","","ESRI Arc/View ShapeFile",""
"605","2","file:/home/richard/local/bench/ipres/systems-showcase-files/42.bmp","/home/richard/local/bench/ipres/systems-showcase-files/42.bmp","42.bmp","Signature","Done","4264314","File","bmp","2015-01-21T01:36:16","false",,"1","fmt/116","image/bmp","Windows Bitmap","3.0"
"606","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS6DCS1ASCII85preview.M","/home/richard/local/bench/ipres/systems-showcase-files/PSCS6DCS1ASCII85preview.M","PSCS6DCS1ASCII85preview.M","Signature","Done","198666","File","m","2015-01-21T02:49:58","true",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"607","2","file:/home/richard/local/bench/ipres/systems-showcase-files/rgb24.png","/home/richard/local/bench/ipres/systems-showcase-files/rgb24.png","rgb24.png","Signature","Done","1072","File","png","2015-01-21T02:47:40","false",,"1","fmt/12","image/png","Portable Network Graphics","1.1"
"608","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS2DCS1BINARYpreview.eps","/home/richard/local/bench/ipres/systems-showcase-files/PSCS2DCS1BINARYpreview.eps","PSCS2DCS1BINARYpreview.eps","Signature","Done","3112547","File","eps","2015-01-21T02:51:28","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"609","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MG15N082.JPG","/home/richard/local/bench/ipres/systems-showcase-files/MG15N082.JPG","MG15N082.JPG","Signature","Done","129461","File","jpg","2015-01-21T03:13:22","false",,"1","fmt/43","image/jpeg","JPEG File Interchange Format","1.01"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","fmt/892","application/vnd.wordperfect","Compound WordPerfect for Windows Document","6 onwards"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","fmt/754","application/msword","Microsoft Word Document (Password Protected)","97-2003"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","fmt/609","application/msword","Microsoft Word (Generic)","6.0-2003"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","x-fmt/329","","Interleaf Document",""
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","x-fmt/273","application/msword","Microsoft Word for MS-DOS Document","3.0"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","x-fmt/131","","Stationery for Mac OS X",""
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","x-fmt/43","","Wordperfect Secondary File","5.1/5.2"
"610","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","/home/richard/local/bench/ipres/systems-showcase-files/TABS.DOC","TABS.DOC","Extension","Done","2560","File","doc","2015-01-21T02:35:58","false",,"8","x-fmt/42","","Wordperfect Secondary File","5.0"
"611","2","file:/home/richard/local/bench/ipres/systems-showcase-files/S39N3P04.PNG","/home/richard/local/bench/ipres/systems-showcase-files/S39N3P04.PNG","S39N3P04.PNG","Signature","Done","352","File","png","2015-01-21T02:44:26","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"612","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BASE-version11-created1995.PDF","/home/richard/local/bench/ipres/systems-showcase-files/BASE-version11-created1995.PDF","BASE-version11-created1995.PDF","Signature","Done","16364146","File","pdf","2015-01-21T01:19:56","false",,"1","fmt/15","application/pdf","Acrobat PDF 1.1 - Portable Document Format","1.1"
"613","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BICYCLE.WPG","/home/richard/local/bench/ipres/systems-showcase-files/BICYCLE.WPG","BICYCLE.WPG","Signature","Done","607","File","wpg","2015-01-21T01:18:28","false",,"1","x-fmt/395","","WordPerfect Graphics Metafile","1.0"
"614","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FINDER.DAT","/home/richard/local/bench/ipres/systems-showcase-files/FINDER.DAT","FINDER.DAT",,"Done","1012","File","dat","2015-01-21T00:57:36","false",,"0",,"","",""
"615","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MCWHAT.XLW","/home/richard/local/bench/ipres/systems-showcase-files/MCWHAT.XLW","MCWHAT.XLW","Extension","Done","394","File","xlw","2015-01-21T03:13:42","false",,"2","fmt/59","application/vnd.ms-excel","Microsoft Excel 5.0/95 Workbook (xls)","5/95"
"615","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MCWHAT.XLW","/home/richard/local/bench/ipres/systems-showcase-files/MCWHAT.XLW","MCWHAT.XLW","Extension","Done","394","File","xlw","2015-01-21T03:13:42","false",,"2","x-fmt/128","","Microsoft Excel Workspace",""
"616","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MG15S052.JPG","/home/richard/local/bench/ipres/systems-showcase-files/MG15S052.JPG","MG15S052.JPG","Signature","Done","145895","File","jpg","2015-01-21T03:13:20","false",,"1","fmt/43","image/jpeg","JPEG File Interchange Format","1.01"
"617","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS5DCS1BINARYpreview.Y","/home/richard/local/bench/ipres/systems-showcase-files/PS5DCS1BINARYpreview.Y","PS5DCS1BINARYpreview.Y","Signature","Done","135800","File","y","2015-01-21T02:52:54","true",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"618","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BLU.JPG","/home/richard/local/bench/ipres/systems-showcase-files/BLU.JPG","BLU.JPG","Signature","Done","1519","File","jpg","2015-01-21T01:16:20","false",,"1","fmt/42","image/jpeg","JPEG File Interchange Format","1.00"
"619","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS55.raw","/home/richard/local/bench/ipres/systems-showcase-files/PS55.raw","PS55.raw","Extension","Done","1080001","File","raw","2015-01-21T02:53:36","false",,"1","x-fmt/185","","Raw Bitmap",""
"620","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ps3winmacpaint.MPT","/home/richard/local/bench/ipres/systems-showcase-files/ps3winmacpaint.MPT","ps3winmacpaint.MPT",,"Done","18834","File","mpt","2015-01-21T02:54:18","false",,"0",,"","",""
