"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"1063","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Illustrator%20EPS%20CS%20-%20ILLCS6.eps","/home/richard/local/bench/ipres/systems-showcase-files/Illustrator EPS CS - ILLCS6.eps","Illustrator EPS CS - ILLCS6.eps","Signature","Done","64113078","File","eps","2015-01-21T00:46:42","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"1064","2","file:/home/richard/local/bench/ipres/systems-showcase-files/XPStest.xps","/home/richard/local/bench/ipres/systems-showcase-files/XPStest.xps","XPStest.xps","Container","Done","372114","File","xps","2015-01-21T02:23:14","false",,"1","fmt/657","application/oxps","Open XML Paper Specification",""
"1065","2","file:/home/richard/local/bench/ipres/systems-showcase-files/rgb32bf.bmp","/home/richard/local/bench/ipres/systems-showcase-files/rgb32bf.bmp","rgb32bf.bmp","Signature","Done","32578","File","bmp","2015-01-21T02:47:22","false",,"1","fmt/117","image/bmp","Windows Bitmap","3.0 NT"
"1066","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_ocean.VERSION.txt","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_ocean.VERSION.txt","ne_10m_ocean.VERSION.txt","Extension","Done","5","File","txt","2015-01-21T03:05:40","false",,"1","x-fmt/111","text/plain","Plain Text File",""
"1067","2","file:/home/richard/local/bench/ipres/systems-showcase-files/JPEG%20-%20ILLCS6.jpg","/home/richard/local/bench/ipres/systems-showcase-files/JPEG - ILLCS6.jpg","JPEG - ILLCS6.jpg","Signature","Done","16203","File","jpg","2015-01-21T03:17:52","false",,"1","fmt/44","image/jpeg","JPEG File Interchange Format","1.02"
"1068","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Photoshop%20DCS%201.0%20-%20PS6.C","/home/richard/local/bench/ipres/systems-showcase-files/Photoshop DCS 1.0 - PS6.C","Photoshop DCS 1.0 - PS6.C","Signature","Done","788442","File","c","2015-01-21T02:58:04","true",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"1069","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSCS4editable14.pdf","/home/richard/local/bench/ipres/systems-showcase-files/PSCS4editable14.pdf","PSCS4editable14.pdf","Signature","Done","5511546","File","pdf","2015-01-21T02:50:40","false",,"1","fmt/18","application/pdf","Acrobat PDF 1.4 - Portable Document Format","1.4"
"1070","2","file:/home/richard/local/bench/ipres/systems-showcase-files/CORVETTE.CGM","/home/richard/local/bench/ipres/systems-showcase-files/CORVETTE.CGM","CORVETTE.CGM","Signature","Done","31788","File","cgm","2015-01-21T01:08:08","false",,"1","fmt/303","image/cgm; version=1","Computer Graphics Metafile (Binary)","1"
"1071","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FXGPSCS4.fxg","/home/richard/local/bench/ipres/systems-showcase-files/FXGPSCS4.fxg","FXGPSCS4.fxg","Signature","Done","321","File","fxg","2013-02-24T13:32:40","true",,"1","fmt/101","application/xml, text/xml","Extensible Markup Language","1.0"
"1072","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_urban_areas.shx","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_urban_areas.shx","ne_10m_urban_areas.shx","Signature","Done","95124","File","shx","2015-01-21T03:04:44","false",,"1","fmt/277","","ESRI Arc/View Shapefile Index",""
"1073","2","file:/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD%20IntF%202004%20PNG%20-%20ILLCS4_1.png","/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD IntF 2004 PNG - ILLCS4_1.png","AutoCAD IntF 2004 PNG - ILLCS4_1.png","Signature","Done","665018","File","png","2015-01-21T01:21:38","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"1074","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Targa%20-%20PSCS6.tga","/home/richard/local/bench/ipres/systems-showcase-files/Targa - PSCS6.tga","Targa - PSCS6.tga","Signature","Done","1920044","File","tga","2015-01-21T02:35:48","false",,"1","fmt/402","","Truevision TGA Bitmap","2.0"
"1075","2","file:/home/richard/local/bench/ipres/systems-showcase-files/EXRPSCS4.exr","/home/richard/local/bench/ipres/systems-showcase-files/EXRPSCS4.exr","EXRPSCS4.exr","Signature","Done","2430912","File","exr","2015-01-21T00:58:36","true",,"1","x-fmt/387","image/tiff","Exchangeable Image File Format (Uncompressed)","2.2"
"1076","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TIFF%20MAC-%20ILLCS4.tif","/home/richard/local/bench/ipres/systems-showcase-files/TIFF MAC- ILLCS4.tif","TIFF MAC- ILLCS4.tif","Signature","Done","2382604","File","tif","2015-01-21T02:33:02","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"1077","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TABLE2","/home/richard/local/bench/ipres/systems-showcase-files/TABLE2","TABLE2",,"Done","8300","File","","2015-01-21T02:36:00","false",,"0",,"","",""
"1078","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Illustrator%20EPS%20CS2%20-%20ILLCS6.eps","/home/richard/local/bench/ipres/systems-showcase-files/Illustrator EPS CS2 - ILLCS6.eps","Illustrator EPS CS2 - ILLCS6.eps","Signature","Done","64109814","File","eps","2015-01-21T00:46:00","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"1079","2","file:/home/richard/local/bench/ipres/systems-showcase-files/LAND2.BMP","/home/richard/local/bench/ipres/systems-showcase-files/LAND2.BMP","LAND2.BMP","Signature","Done","787510","File","bmp","2015-01-21T03:17:04","false",,"1","fmt/116","image/bmp","Windows Bitmap","3.0"
"1080","2","file:/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD%20Drawing%202004-%20ILLCS6_1.png","/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD Drawing 2004- ILLCS6_1.png","AutoCAD Drawing 2004- ILLCS6_1.png","Signature","Done","10901366","File","png","2015-01-21T01:22:20","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"1081","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_admin_0_scale_rank_minor_islands.prj","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_admin_0_scale_rank_minor_islands.prj","ne_10m_admin_0_scale_rank_minor_islands.prj","Signature","Done","145","File","prj","2015-01-21T03:07:36","false",,"1","fmt/320","","ESRI Shapefile Projection (Well-Known Text) Format",""
"1082","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FReeHand7.FH7","/home/richard/local/bench/ipres/systems-showcase-files/FReeHand7.FH7","FReeHand7.FH7","Signature","Done","9244","File","fh7","2015-01-21T00:54:56","false",,"1","fmt/544","","Macromedia FreeHand","7"
"1083","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ps2inpscs4mac","/home/richard/local/bench/ipres/systems-showcase-files/ps2inpscs4mac","ps2inpscs4mac",,"Done","186624","File","","2015-01-21T02:55:14","false",,"0",,"","",""
"1084","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PRNTEST.CHI","/home/richard/local/bench/ipres/systems-showcase-files/PRNTEST.CHI","PRNTEST.CHI","Signature","Done","21807","File","chi","2015-01-21T02:56:28","false",,"1","fmt/300","","ChiWriter Document","4"
"1085","2","file:/home/richard/local/bench/ipres/systems-showcase-files/GIZA.TGA","/home/richard/local/bench/ipres/systems-showcase-files/GIZA.TGA","GIZA.TGA","Signature","Done","369953","File","tga","2015-01-21T00:53:00","false",,"1","x-fmt/367","","Truevision TGA Bitmap","1.0"
"1086","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Bizet_GypsySong.wma","/home/richard/local/bench/ipres/systems-showcase-files/Bizet_GypsySong.wma","Bizet_GypsySong.wma","Signature","Done","1027112","File","wma","2015-01-21T01:18:14","false",,"1","fmt/132","audio/x-ms-wma","Windows Media Audio",""
"1087","2","file:/home/richard/local/bench/ipres/systems-showcase-files/EMPHIRE.NDX","/home/richard/local/bench/ipres/systems-showcase-files/EMPHIRE.NDX","EMPHIRE.NDX",,"Done","1024","File","ndx","2015-01-21T00:59:48","false",,"0",,"","",""
"1088","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ps3winamigaham.ham","/home/richard/local/bench/ipres/systems-showcase-files/ps3winamigaham.ham","ps3winamigaham.ham","Signature","Done","99528","File","ham","2015-01-21T02:54:18","true",,"1","fmt/338","","Interchange File Format Interleaved Bitmap",""
"1089","2","file:/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD%20IntF%20R13%20PNG%20-%20ILLCS4_1.png","/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD IntF R13 PNG - ILLCS4_1.png","AutoCAD IntF R13 PNG - ILLCS4_1.png","Signature","Done","664927","File","png","2015-01-21T01:21:30","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"1090","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PumpkinBear.ras","/home/richard/local/bench/ipres/systems-showcase-files/PumpkinBear.ras","PumpkinBear.ras","Signature","Done","26032","File","ras","2015-01-21T02:49:06","false",,"1","x-fmt/184","image/x-sun-raster","Sun Raster Image",""
"1091","2","file:/home/richard/local/bench/ipres/systems-showcase-files/2-3-3.jpg","/home/richard/local/bench/ipres/systems-showcase-files/2-3-3.jpg","2-3-3.jpg","Signature","Done","296","File","jpg","2015-01-21T02:16:56","false",,"1","fmt/41","image/jpeg","Raw JPEG Stream",""
"1092","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ORG2.CH3","/home/richard/local/bench/ipres/systems-showcase-files/ORG2.CH3","ORG2.CH3","Signature","Done","8902","File","ch3","2015-01-21T03:02:18","false",,"1","x-fmt/32","","Harvard Graphics Chart","3.0"
"1093","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS55.tga","/home/richard/local/bench/ipres/systems-showcase-files/PS55.tga","PS55.tga","Signature","Done","1080044","File","tga","2015-01-21T02:53:32","false",,"1","fmt/402","","Truevision TGA Bitmap","2.0"
"1094","2","file:/home/richard/local/bench/ipres/systems-showcase-files/60.doc","/home/richard/local/bench/ipres/systems-showcase-files/60.doc","60.doc","Container","Done","145920","File","doc","2015-01-21T01:35:00","false",,"1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"1095","2","file:/home/richard/local/bench/ipres/systems-showcase-files/C2065022.IMG","/home/richard/local/bench/ipres/systems-showcase-files/C2065022.IMG","C2065022.IMG",,"Done","671744","File","img","2015-01-21T01:11:06","false",,"0",,"","",""
"1096","2","file:/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD%20IntF%20R14%20JPEG%20-%20ILLCS4_1.jpg","/home/richard/local/bench/ipres/systems-showcase-files/AutoCAD IntF R14 JPEG - ILLCS4_1.jpg","AutoCAD IntF R14 JPEG - ILLCS4_1.jpg","Signature","Done","64208","File","jpg","2015-01-21T01:21:18","false",,"1","fmt/44","image/jpeg","JPEG File Interchange Format","1.02"
"1097","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_points.VERSION.txt","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_geography_regions_points.VERSION.txt","ne_10m_geography_regions_points.VERSION.txt","Extension","Done","5","File","txt","2015-01-21T03:06:20","false",,"1","x-fmt/111","text/plain","Plain Text File",""
"1098","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_coastline.prj","/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_coastline.prj","ne_110m_coastline.prj","Signature","Done","147","File","prj","2015-01-21T03:03:52","false",,"1","fmt/320","","ESRI Shapefile Projection (Well-Known Text) Format",""
"1099","2","file:/home/richard/local/bench/ipres/systems-showcase-files/GLOSSARY.XLA","/home/richard/local/bench/ipres/systems-showcase-files/GLOSSARY.XLA","GLOSSARY.XLA","Signature","Done","14639","File","xla","2015-01-21T00:52:54","true",,"1","fmt/556","application/vnd.ms-excel","Microsoft Excel Macro","3.0"
"1100","2","file:/home/richard/local/bench/ipres/systems-showcase-files/64_embedded.doc","/home/richard/local/bench/ipres/systems-showcase-files/64_embedded.doc","64_embedded.doc","Container","Done","282624","File","doc","2015-01-21T01:34:52","false",,"1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"1101","2","file:/home/richard/local/bench/ipres/systems-showcase-files/dicompscs6.dcm","/home/richard/local/bench/ipres/systems-showcase-files/dicompscs6.dcm","dicompscs6.dcm","Signature","Done","195652","File","dcm","2015-01-21T01:04:00","false",,"1","fmt/574","application/dicom","Digital Imaging and Communications in Medicine File Format",""
"1102","2","file:/home/richard/local/bench/ipres/systems-showcase-files/MONO.ICO","/home/richard/local/bench/ipres/systems-showcase-files/MONO.ICO","MONO.ICO",,"Done","1933","File","ico","2015-01-21T03:13:04","false",,"0",,"","",""
"1103","2","file:/home/richard/local/bench/ipres/systems-showcase-files/flash8%20-%20ILLCS6.swf","/home/richard/local/bench/ipres/systems-showcase-files/flash8 - ILLCS6.swf","flash8 - ILLCS6.swf","Signature","Done","92","File","swf","2015-01-21T00:56:14","false",,"1","fmt/505","application/x-shockwave-flash","Adobe Flash","8"
"1104","2","file:/home/richard/local/bench/ipres/systems-showcase-files/HANGING.DOC","/home/richard/local/bench/ipres/systems-showcase-files/HANGING.DOC","HANGING.DOC","Container","Done","22016","File","doc","2015-01-21T00:51:40","false",,"1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"1105","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FReeHand7template.FT7","/home/richard/local/bench/ipres/systems-showcase-files/FReeHand7template.FT7","FReeHand7template.FT7","Signature","Done","27017","File","ft7","2015-01-21T00:54:56","true",,"1","fmt/544","","Macromedia FreeHand","7"
"1106","2","file:/home/richard/local/bench/ipres/systems-showcase-files/colorwh.dwg","/home/richard/local/bench/ipres/systems-showcase-files/colorwh.dwg","colorwh.dwg",,"Done","78736","File","dwg","2015-01-21T01:08:40","false",,"0",,"","",""
"1107","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FileStructure.tiff","/home/richard/local/bench/ipres/systems-showcase-files/FileStructure.tiff","FileStructure.tiff","Signature","Done","174828","File","tiff","2015-01-21T00:57:46","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"1108","2","file:/home/richard/local/bench/ipres/systems-showcase-files/pal8os2sp.bmp","/home/richard/local/bench/ipres/systems-showcase-files/pal8os2sp.bmp","pal8os2sp.bmp","Signature","Done","8974","File","bmp","2015-01-21T03:01:24","false",,"1","fmt/115","image/bmp","Windows Bitmap","2.0"
"1109","2","file:/home/richard/local/bench/ipres/systems-showcase-files/JPEGps25w.JPG","/home/richard/local/bench/ipres/systems-showcase-files/JPEGps25w.JPG","JPEGps25w.JPG","Signature","Done","198474","File","jpg","2015-01-21T03:17:40","false",,"1","fmt/44","image/jpeg","JPEG File Interchange Format","1.02"
"1110","2","file:/home/richard/local/bench/ipres/systems-showcase-files/T08TAX.CHI","/home/richard/local/bench/ipres/systems-showcase-files/T08TAX.CHI","T08TAX.CHI","Signature","Done","2868","File","chi","2015-01-21T02:36:14","false",,"1","fmt/300","","ChiWriter Document","4"
"1111","2","file:/home/richard/local/bench/ipres/systems-showcase-files/Presentation1.ppt","/home/richard/local/bench/ipres/systems-showcase-files/Presentation1.ppt","Presentation1.ppt","Container","Done","53760","File","ppt","2015-01-21T02:56:34","false",,"1","fmt/126","application/vnd.ms-powerpoint","Microsoft Powerpoint Presentation","97-2003"
"1112","2","file:/home/richard/local/bench/ipres/systems-showcase-files/WORDPER5m.wp5","/home/richard/local/bench/ipres/systems-showcase-files/WORDPER5m.wp5","WORDPER5m.wp5","Signature","Done","928","File","wp5","2015-01-21T02:24:50","false",,"1","x-fmt/393","application/vnd.wordperfect","WordPerfect for MS-DOS Document","5.0"
"1113","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_geography_regions_polys.shx","/home/richard/local/bench/ipres/systems-showcase-files/ne_110m_geography_regions_polys.shx","ne_110m_geography_regions_polys.shx","Signature","Done","580","File","shx","2015-01-21T03:03:20","false",,"1","fmt/277","","ESRI Arc/View Shapefile Index",""
"1114","2","file:/home/richard/local/bench/ipres/systems-showcase-files/wire_153228214%20-%20Default%20Texture.psd","/home/richard/local/bench/ipres/systems-showcase-files/wire_153228214 - Default Texture.psd","wire_153228214 - Default Texture.psd","Signature","Done","44554","File","psd","2015-01-21T02:25:18","false",,"1","x-fmt/92","image/vnd.adobe.photoshop","Adobe Photoshop",""
"1115","2","file:/home/richard/local/bench/ipres/systems-showcase-files/TOTALS.XLS","/home/richard/local/bench/ipres/systems-showcase-files/TOTALS.XLS","TOTALS.XLS","Signature","Done","3558","File","xls","2015-01-21T02:32:14","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"1116","2","file:/home/richard/local/bench/ipres/systems-showcase-files/wire_154154229%20-%20Default%20Texture.psd","/home/richard/local/bench/ipres/systems-showcase-files/wire_154154229 - Default Texture.psd","wire_154154229 - Default Texture.psd","Signature","Done","44554","File","psd","2015-01-21T02:25:16","false",,"1","x-fmt/92","image/vnd.adobe.photoshop","Adobe Photoshop",""
"1117","2","file:/home/richard/local/bench/ipres/systems-showcase-files/COLFMT.PL","/home/richard/local/bench/ipres/systems-showcase-files/COLFMT.PL","COLFMT.PL","Extension","Done","2215","File","pl","2015-01-21T01:08:52","false",,"1","fmt/870","","Perl Script",""
"1118","2","file:/home/richard/local/bench/ipres/systems-showcase-files/16.jpg","/home/richard/local/bench/ipres/systems-showcase-files/16.jpg","16.jpg","Signature","Done","274743","File","jpg","2015-01-21T02:18:12","false",,"1","fmt/43","image/jpeg","JPEG File Interchange Format","1.01"
"1119","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SALESTOT.XLS","/home/richard/local/bench/ipres/systems-showcase-files/SALESTOT.XLS","SALESTOT.XLS","Signature","Done","5378","File","xls","2015-01-21T02:43:54","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"1120","2","file:/home/richard/local/bench/ipres/systems-showcase-files/GROUP3B.FAX","/home/richard/local/bench/ipres/systems-showcase-files/GROUP3B.FAX","GROUP3B.FAX",,"Done","61587","File","fax","2015-01-21T00:52:10","false",,"0",,"","",""
"1121","2","file:/home/richard/local/bench/ipres/systems-showcase-files/header.jtd","/home/richard/local/bench/ipres/systems-showcase-files/header.jtd","header.jtd","Signature","Done","16896","File","jtd","2015-01-21T00:51:20","false",,"1","fmt/111","","OLE2 Compound Document Format",""
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","fmt/892","application/vnd.wordperfect","Compound WordPerfect for Windows Document","6 onwards"
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","fmt/754","application/msword","Microsoft Word Document (Password Protected)","97-2003"
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","fmt/609","application/msword","Microsoft Word (Generic)","6.0-2003"
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","x-fmt/329","","Interleaf Document",""
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","x-fmt/273","application/msword","Microsoft Word for MS-DOS Document","3.0"
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","x-fmt/131","","Stationery for Mac OS X",""
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","x-fmt/43","","Wordperfect Secondary File","5.1/5.2"
"1122","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1_MA2.DOC","W1_MA2.DOC","Extension","Done","2048","File","doc","2015-01-21T02:29:40","false",,"8","x-fmt/42","","Wordperfect Secondary File","5.0"
"1123","2","file:/home/richard/local/bench/ipres/systems-showcase-files/70.odt","/home/richard/local/bench/ipres/systems-showcase-files/70.odt","70.odt","Container","Done","7606972","File","odt","2015-01-21T01:34:26","false",,"1","fmt/291","application/vnd.oasis.opendocument.text","OpenDocument Text","1.2"
"1124","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS3MAC.MAC","/home/richard/local/bench/ipres/systems-showcase-files/PS3MAC.MAC","PS3MAC.MAC","Extension","Done","6078","File","mac","2015-01-21T02:54:28","false",,"1","x-fmt/161","","MacPaint Image",""
"1125","2","file:/home/richard/local/bench/ipres/systems-showcase-files/FLAG_B24.PIX","/home/richard/local/bench/ipres/systems-showcase-files/FLAG_B24.PIX","FLAG_B24.PIX","Extension","Done","1661","File","pix","2015-01-21T00:57:08","false",,"1","x-fmt/171","","Inset Systems Bitmap",""
"1126","2","file:/home/richard/local/bench/ipres/systems-showcase-files/CHROMA.DXF","/home/richard/local/bench/ipres/systems-showcase-files/CHROMA.DXF","CHROMA.DXF",,"Done","41221","File","dxf","2015-01-21T01:09:20","false",,"0",,"","",""
"1127","2","file:/home/richard/local/bench/ipres/systems-showcase-files/STRUCTM.XLT","/home/richard/local/bench/ipres/systems-showcase-files/STRUCTM.XLT","STRUCTM.XLT","Signature","Done","11748","File","xlt","2015-01-21T02:37:46","true",,"1","fmt/556","application/vnd.ms-excel","Microsoft Excel Macro","3.0"
"1128","2","file:/home/richard/local/bench/ipres/systems-showcase-files/G07N0G16.PNG","/home/richard/local/bench/ipres/systems-showcase-files/G07N0G16.PNG","G07N0G16.PNG","Signature","Done","321","File","png","2015-01-21T00:53:54","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"1129","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PS6DCS1.eps","/home/richard/local/bench/ipres/systems-showcase-files/PS6DCS1.eps","PS6DCS1.eps","Signature","Done","5165865","File","eps","2015-01-21T02:52:30","false",,"1","fmt/124","application/postscript","Encapsulated PostScript File Format","3"
"1130","2","file:/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","moon.sdw","Extension","Done","658","File","sdw","2015-01-21T03:13:04","false",,"3","fmt/813","","StarOffice Writer","4.x"
"1130","2","file:/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","moon.sdw","Extension","Done","658","File","sdw","2015-01-21T03:13:04","false",,"3","fmt/812","","StarOffice Writer","3.x"
"1130","2","file:/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","/home/richard/local/bench/ipres/systems-showcase-files/moon.sdw","moon.sdw","Extension","Done","658","File","sdw","2015-01-21T03:13:04","false",,"3","x-fmt/400","application/vnd.stardivision.writer","StarOffice Writer","5.x"
"1131","2","file:/home/richard/local/bench/ipres/systems-showcase-files/rgb16-565.png","/home/richard/local/bench/ipres/systems-showcase-files/rgb16-565.png","rgb16-565.png","Signature","Done","1297","File","png","2015-01-21T02:47:50","false",,"1","fmt/12","image/png","Portable Network Graphics","1.1"
"1132","2","file:/home/richard/local/bench/ipres/systems-showcase-files/XLOGO64.XBM","/home/richard/local/bench/ipres/systems-showcase-files/XLOGO64.XBM","XLOGO64.XBM","Signature","Done","3295","File","xbm","2015-01-21T02:23:30","false",,"1","x-fmt/207","image/x-xbitmap","X-Windows Bitmap Image","X11"
"1133","2","file:/home/richard/local/bench/ipres/systems-showcase-files/BASN3P04.PNG","/home/richard/local/bench/ipres/systems-showcase-files/BASN3P04.PNG","BASN3P04.PNG","Signature","Done","216","File","png","2015-01-21T01:18:50","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
"1134","2","file:/home/richard/local/bench/ipres/systems-showcase-files/PSP%20animation.psp","/home/richard/local/bench/ipres/systems-showcase-files/PSP animation.psp","PSP animation.psp","Signature","Done","527001","File","psp","2015-01-21T02:49:12","false",,"1","x-fmt/234","","Paint Shop Pro Image","5.0"
"1135","2","file:/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_populated_places.dbf","/home/richard/local/bench/ipres/systems-showcase-files/ne_10m_populated_places.dbf","ne_10m_populated_places.dbf","Signature","Done","30169618","File","dbf","2015-01-21T03:05:38","false",,"1","x-fmt/9","","dBASE Database","III"
"1136","2","file:/home/richard/local/bench/ipres/systems-showcase-files/rgb16-231.bmp","/home/richard/local/bench/ipres/systems-showcase-files/rgb16-231.bmp","rgb16-231.bmp","Signature","Done","16450","File","bmp","2015-01-21T02:47:56","false",,"1","fmt/117","image/bmp","Windows Bitmap","3.0 NT"
"1137","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SPIRO2.PS","/home/richard/local/bench/ipres/systems-showcase-files/SPIRO2.PS","SPIRO2.PS",,"Done","2457","File","ps","2015-01-21T02:38:18","false",,"0",,"","",""
"1138","2","file:/home/richard/local/bench/ipres/systems-showcase-files/W1DPTEST.DOC","/home/richard/local/bench/ipres/systems-showcase-files/W1DPTEST.DOC","W1DPTEST.DOC","Signature","Done","4094","File","doc","2015-01-21T02:29:48","false",,"1","fmt/37","application/msword","Microsoft Word for Windows Document","1.0"
"1139","2","file:/home/richard/local/bench/ipres/systems-showcase-files/CCD%20development%20meeting.cal","/home/richard/local/bench/ipres/systems-showcase-files/CCD development meeting.cal","CCD development meeting.cal",,"Done","214","File","cal","2015-01-21T01:10:34","false",,"0",,"","",""
"1140","2","file:/home/richard/local/bench/ipres/systems-showcase-files/SGIPSCS6%20copy%20not%20RLE.sgi","/home/richard/local/bench/ipres/systems-showcase-files/SGIPSCS6 copy not RLE.sgi","SGIPSCS6 copy not RLE.sgi","Signature","Done","46723115","File","sgi","2015-01-21T02:42:50","true",,"1","x-fmt/140","image/x-sgi-bw","Silicon Graphics Image",""
"1141","2","file:/home/richard/local/bench/ipres/systems-showcase-files/13.tif","/home/richard/local/bench/ipres/systems-showcase-files/13.tif","13.tif","Signature","Done","5684680","File","tif","2015-01-21T02:18:36","false",,"1","fmt/353","image/tiff","Tagged Image File Format",""
"1142","2","file:/home/richard/local/bench/ipres/systems-showcase-files/73.XLS","/home/richard/local/bench/ipres/systems-showcase-files/73.XLS","73.XLS","Signature","Done","3542","File","xls","2015-01-21T01:33:36","false",,"1","fmt/56","application/vnd.ms-excel","Microsoft Excel 3.0 Worksheet (xls)","3"
"1143","2","file:/home/richard/local/bench/ipres/systems-showcase-files/G04N0G16.PNG","/home/richard/local/bench/ipres/systems-showcase-files/G04N0G16.PNG","G04N0G16.PNG","Signature","Done","363","File","png","2015-01-21T00:54:04","false",,"1","fmt/11","image/png","Portable Network Graphics","1.0"
